,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,date_string,daily_returns,daily_excess_returns,daily_risk_free
0,2023-01-03 00:00:00-05:00,27.511989846520198,27.55826065037088,27.18810127976817,27.32691192626953,3557300,0.0,0.0,0.0,2023-01-03,,,0.0001718254
1,2023-01-04 00:00:00-05:00,27.789604289642995,27.826619160900023,27.539747289719195,27.669301986694336,4448800,0.0,0.0,0.0,2023-01-04,0.012374365663053366,0.012202540256911787,0.0001718254
2,2023-01-05 00:00:00-05:00,27.44720706966651,27.780349731445312,27.41019219894128,27.780349731445312,2795600,0.0,0.0,0.0,2023-01-05,0.003997348695192224,0.0038255232890506445,0.0001718254
3,2023-01-06 00:00:00-05:00,27.641536473268914,28.289311610678546,27.623028158330055,28.261550903320312,4309600,0.0,0.0,0.0,2023-01-06,0.017026707894451255,0.016854882488309676,0.0001718254
4,2023-01-09 00:00:00-05:00,28.07647542314079,28.455887110071043,28.039458787805973,28.40036392211914,2540300,0.0,0.0,0.0,2023-01-09,0.004887719720053163,0.004715894313911584,0.0001718254
5,2023-01-10 00:00:00-05:00,28.113489090493594,28.178268199557728,27.86363387287578,27.98393440246582,4968400,0.0,0.0,0.0,2023-01-10,-0.014881021148213755,-0.015052846554355334,0.0001718254
6,2023-01-11 00:00:00-05:00,28.206029231740114,28.391108872506628,28.131997728443565,28.372600555419922,11637400,0.0,0.0,0.0,2023-01-11,0.013698643950346525,0.013526818544204946,0.0001718254
7,2023-01-12 00:00:00-05:00,28.418873707699724,28.900079431492912,28.122747651534844,28.890825271606445,4310300,0.0,0.0,0.0,2023-01-12,0.017937345552251443,0.017765520146109864,0.0001718254
8,2023-01-13 00:00:00-05:00,28.733504472539135,28.909329958184017,28.54842659322111,28.640966415405273,3134900,0.0,0.0,0.0,2023-01-13,-0.008723827701106445,-0.008895653107248025,0.0001718254
9,2023-01-17 00:00:00-05:00,28.372601768673658,28.622458764877617,28.363347609734586,28.474395751953125,4467200,0.0,0.0,0.0,2023-01-17,-0.005849840147730719,-0.0060216655538722985,0.0001718254
10,2023-01-18 00:00:00-05:00,29.08516283375859,29.15919435730572,28.779782578495343,29.14068603515625,5520600,0.0,0.0,0.0,2023-01-18,0.022864605260126382,0.022692779853984803,0.0001718254
11,2023-01-19 00:00:00-05:00,29.011124674750313,29.075902022406748,28.844553343604993,28.983362197875977,4552000,0.0,0.0,0.0,2023-01-19,-0.005428074086304687,-0.005599899492446266,0.0001718254
12,2023-01-20 00:00:00-05:00,28.72424479507307,28.779767968284077,28.511402728506145,28.529911041259766,4195800,0.0,0.0,0.0,2023-01-20,-0.015893886102919596,-0.016065711509061175,0.0001718254
13,2023-01-23 00:00:00-05:00,28.381852542645717,28.539169695746825,28.372598384810345,28.42812156677246,4220300,0.0,0.0,0.0,2023-01-23,-0.003580590938737187,-0.0037524163448787663,0.0001718254
14,2023-01-24 00:00:00-05:00,28.529917324410924,28.85380580872991,28.344837686214294,28.798282623291016,3557100,0.0,0.0,0.0,2023-01-24,0.012853580936079214,0.012681755529937635,0.0001718254
15,2023-01-25 00:00:00-05:00,28.82604526876264,28.955601730218337,28.65947393621272,28.863061904907227,2651800,0.0,0.0,0.0,2023-01-25,0.0022443662363208017,0.0020725408301792226,0.0001718254
16,2023-01-26 00:00:00-05:00,28.770521433158244,28.89082196782443,28.594695945522755,28.714998245239258,5775200,0.0,0.0,0.0,2023-01-26,-0.00515631790757698,-0.005328143313718559,0.0001718254
17,2023-01-27 00:00:00-05:00,28.51141230487764,28.696491964478422,28.49290575095792,28.659475326538086,3434200,0.0,0.0,0.0,2023-01-27,-0.0019373320016699256,-0.0021091574078115046,0.0001718254
18,2023-01-30 00:00:00-05:00,28.576188293868437,28.761267944645645,28.52066510465542,28.54842758178711,3231700,0.0,0.0,0.0,2023-01-30,-0.0038898024920231023,-0.0040616278981646815,0.0001718254
19,2023-01-31 00:00:00-05:00,28.742757079263175,28.78902787038196,28.446631076303767,28.779773712158203,4180600,0.0,0.0,0.0,2023-01-31,0.00803849719893246,0.00786667179279088,0.0001718254
20,2023-02-01 00:00:00-05:00,28.935632839881183,29.186116289330915,28.638762255727237,29.102622985839844,5418600,0.078,0.0,0.0,2023-02-01,0.01109347682642647,0.010921651420284891,0.0001718254
21,2023-02-02 00:00:00-05:00,29.28816207363329,29.380934560431594,29.06550916701017,29.121171951293945,5926500,0.0,0.0,0.0,2023-02-02,0.0006369580690339413,0.0004552120402045753,0.00018174603
22,2023-02-03 00:00:00-05:00,28.70370110203425,28.796473597517462,28.54598839055924,28.69442367553711,3084200,0.0,0.0,0.0,2023-02-03,-0.01487216751875913,-0.015053913547588496,0.00018174603
23,2023-02-06 00:00:00-05:00,28.44394649691609,28.5738269655586,28.425391638684683,28.481056213378906,2168700,0.0,0.0,0.0,2023-02-06,-0.0074915572147206495,-0.0076733032435500155,0.00018174603
24,2023-02-07 00:00:00-05:00,28.351170397601674,28.564547701359345,28.25839788764031,28.276952743530273,4336700,0.0,0.0,0.0,2023-02-07,-0.0072180150279924134,-0.007399761056821779,0.00018174603
25,2023-02-08 00:00:00-05:00,28.286230927894948,28.416111383621,28.119240759396597,28.388280868530273,5705600,0.0,0.0,0.0,2023-02-08,0.003921622641243218,0.003739876612413852,0.00018174603
26,2023-02-09 00:00:00-05:00,28.620211892370126,28.657319836467494,28.119241375891637,28.15635108947754,15069700,0.0,0.0,0.0,2023-02-09,-0.008237210081508399,-0.008418559294161403,0.00018134921
27,2023-02-10 00:00:00-05:00,28.119236659010102,28.119236659010102,27.813088651235553,27.878028869628906,5659800,0.0,0.0,0.0,2023-02-10,-0.009983568822250726,-0.010165314851080092,0.00018174603
28,2023-02-13 00:00:00-05:00,27.933691256151516,28.119234470047594,27.915136403915476,28.09140396118164,4423300,0.0,0.0,0.0,2023-02-13,0.007595743233324638,0.007413997204495272,0.00018174603
29,2023-02-14 00:00:00-05:00,28.072849907333328,28.212007764085044,27.794532424341746,28.017187118530273,5161700,0.0,0.0,0.0,2023-02-14,-0.002648975514115082,-0.002830721542944448,0.00018174603
30,2023-02-15 00:00:00-05:00,27.896582919375568,27.99863284218892,27.646097710372718,27.78525733947754,3408300,0.0,0.0,0.0,2023-02-15,-0.008347224437011296,-0.008528970465840661,0.00018174603
31,2023-02-16 00:00:00-05:00,27.534774012268038,27.581159378814274,27.367783861520294,27.423446655273438,6600800,0.0,0.0,0.0,2023-02-16,-0.013193479607149474,-0.01337522563597884,0.00018174603
32,2023-02-17 00:00:00-05:00,27.293566093808412,27.618268966674805,27.275011239475866,27.618268966674805,3378900,0.0,0.0,0.0,2023-02-17,0.007054110148483483,0.006872364119654117,0.00018174603
33,2023-02-21 00:00:00-05:00,27.275010930595933,27.321398065901985,27.089467697836564,27.108020782470703,30636600,0.0,0.0,0.0,2023-02-21,-0.018822775306932462,-0.019004521335761828,0.00018174603
34,2023-02-22 00:00:00-05:00,27.265733219584508,27.423445939006076,27.265733219584508,27.32139778137207,3827400,0.0,0.0,0.0,2023-02-22,0.007809885885371838,0.007628139856542472,0.00018174603
35,2023-02-23 00:00:00-05:00,27.37705779520796,27.62754298936578,27.37705779520796,27.57187843322754,4819800,0.0,0.0,0.0,2023-02-23,0.009084642254682525,0.00890289622585316,0.00018174603
36,2023-02-24 00:00:00-05:00,27.349223601674723,27.414163809799682,27.12657070118002,27.219343185424805,3511400,0.0,0.0,0.0,2023-02-24,-0.012951644181903225,-0.013133390210732591,0.00018174603
37,2023-02-27 00:00:00-05:00,27.312116786930382,27.414164931234975,27.228621724643325,27.293561935424805,3768100,0.0,0.0,0.0,2023-02-27,0.0027192768087799545,0.002537927596126951,0.00018134921
38,2023-02-28 00:00:00-05:00,27.117300907657107,27.395618438720703,27.06163810923977,27.395618438720703,4686200,0.0,0.0,0.0,2023-02-28,0.003725285615441802,0.0035439364027887985,0.00018134921
39,2023-03-01 00:00:00-05:00,27.236605853833584,27.283099861011596,27.02272880936975,27.09712028503418,3231800,0.069,0.0,0.0,2023-03-01,-0.011015862591545746,-0.011197608620375112,0.00018174603
40,2023-03-02 00:00:00-05:00,26.780953304356917,26.92043885875151,26.734459301980387,26.855344772338867,4609000,0.0,0.0,0.0,2023-03-02,-0.009002882470693224,-0.009184231683346228,0.00018134921
41,2023-03-03 00:00:00-05:00,27.227299418075862,27.45047378540039,27.134309654949256,27.45047378540039,4846000,0.0,0.0,0.0,2023-03-03,0.02168009986691175,0.021498750654258745,0.00018134921
42,2023-03-06 00:00:00-05:00,27.543467331263184,27.56206386753673,27.245899693664565,27.283096313476562,2170800,0.0,0.0,0.0,2023-03-06,-0.006134841515079487,-0.006316190727732491,0.00018134921
43,2023-03-07 00:00:00-05:00,27.37608945101094,27.580665564200416,27.22730650075811,27.413284301757812,4494900,0.0,0.0,0.0,2023-03-07,0.004749083942229498,0.004567734729576494,0.00018134921
44,2023-03-08 00:00:00-05:00,27.599261367490023,27.73874514896825,27.35748865189926,27.441179275512695,4676400,0.0,0.0,0.0,2023-03-08,0.0010165369889833804,0.0008351877763303768,0.00018134921
45,2023-03-09 00:00:00-05:00,27.38538423956216,27.636454319551614,27.338888466503086,27.52486801147461,8406900,0.0,0.0,0.0,2023-03-09,0.0030404772850146193,0.0028591280723616157,0.00018134921
46,2023-03-10 00:00:00-05:00,28.045608973588322,28.45476291883971,28.045608973588322,28.417566299438477,7383500,0.0,0.0,0.0,2023-03-10,0.03141360799716007,0.03123225878450707,0.00018134921
47,2023-03-13 00:00:00-04:00,29.06849553272021,29.31956741508969,28.3617756639946,28.557052612304688,9904000,0.0,0.0,0.0,2023-03-13,0.004884478617590561,0.0047027325887611954,0.00018174603
48,2023-03-14 00:00:00-04:00,28.40827031589544,28.510559257035244,28.054911260299285,28.11070442199707,8535700,0.0,0.0,0.0,2023-03-14,-0.01587822857823309,-0.016059974607062457,0.00018174603
49,2023-03-15 00:00:00-04:00,28.79882093431692,29.040593624031533,28.46406024932404,28.668636322021484,8245000,0.0,0.0,0.0,2023-03-15,0.01946140352674693,0.019279657497917563,0.00018174603
