value,thetas,thetaPrime,PnL,capitalGains
921015.8978877864,-921015.8978877864,0.0,-1518.8209890830633,0.0
911584.6571339426,-911584.6571339426,0.0,-9431.240753843776,0.0
912038.3560217172,-912038.3560217172,0.0,453.6988877746453,0.0
908285.3080069796,-908285.3080069796,0.0,-3753.0480147375583,0.0
920940.4150588422,-920940.4150588422,0.0,12655.107051862527,0.0
932004.8733649569,-932004.8733649569,0.0,11064.458306114751,0.0
930789.8158073591,-930789.8158073591,0.0,-1215.0575575978792,0.0
927885.3244108917,-927885.3244108917,0.0,-2904.491396467311,0.0
924660.9676756512,-924660.9676756512,0.0,-3224.3567352405803,0.0
929812.4695754729,-929812.4695754729,0.0,5151.501899821736,0.0
925559.7028269625,-925559.7028269625,0.0,-4252.7667485104475,0.0
925028.9044611419,-925028.9044611419,0.0,-530.7983658205985,0.0
930187.9919517953,-930187.9919517953,0.0,5159.087490653388,0.0
935068.655851823,-935068.655851823,0.0,4880.663900027791,0.0
931449.6460956222,-931449.6460956222,0.0,-3619.0097562008427,0.0
936006.641256234,-936006.641256234,0.0,4556.995160611836,0.0
934093.6862007229,-934093.6862007229,0.0,-1912.9550555111175,0.0
955420.4503697717,-955420.4503697717,0.0,21326.764169048743,0.0
948064.5438768361,-948064.5438768361,0.0,-7355.906492935631,0.0
968650.0584706157,-968650.0584706157,0.0,20585.514593779528,0.0
972125.656646355,-972125.656646355,0.0,3475.5981757393924,0.0
976739.8074401388,-976739.8074401388,0.0,4614.150793783758,0.0
975035.7227123046,-975035.7227123046,0.0,-1704.084727834212,0.0
974083.3101955951,-974083.3101955951,0.0,-952.4125167093598,0.0
988486.0866462861,-988486.0866462861,0.0,14402.776450690988,0.0
1007138.161751543,-1007138.161751543,0.0,18652.075105257038,0.0
994930.7528044465,-994930.7528044465,0.0,-12207.408947096512,0.0
998623.3448965967,-998623.3448965967,0.0,3692.5920921502134,0.0
1009818.3730320173,-1009818.3730320173,0.0,11195.028135420496,0.0
988282.0085067649,-988282.0085067649,0.0,-21536.364525252367,0.0
988844.1326736574,-988844.1326736574,0.0,562.1241668925433,0.0
969715.278310238,-969715.278310238,0.0,-19128.854363419327,0.0
993660.2562904367,-993660.2562904367,0.0,23944.97798019873,0.0
977442.2033456519,-977442.2033456519,0.0,-16218.05294478489,0.0
991598.4789939314,-991598.4789939314,0.0,14156.275648279581,0.0
1002285.3691922418,-1002285.3691922418,0.0,10686.890198310415,0.0
1010823.3779244149,-1010823.3779244149,0.0,8538.008732173092,0.0
1028009.8637435704,-1028009.8637435704,0.0,17186.48581915549,0.0
1022767.4456522566,-1022767.4456522566,0.0,-5242.418091313771,0.0
1009699.0412401762,-1009699.0412401762,0.0,-13068.404412080374,0.0
999784.7633575338,-999784.7633575338,0.0,-9914.27788264239,0.0
1018998.146219014,-1018998.146219014,0.0,19213.382861480117,0.0
1004772.8000131008,-1004772.8000131008,0.0,-14225.346205913127,0.0
1006965.1275788681,-1006965.1275788681,0.0,2192.3275657672057,0.0
1011181.0468146068,-1011181.0468146068,0.0,4215.919235738668,0.0
1015028.0241823276,-1015028.0241823276,0.0,3846.977367720801,0.0
994936.8195958666,-994936.8195958666,0.0,-20091.204586460946,0.0
974195.9022768225,-974195.9022768225,0.0,-20740.917319044136,0.0
966414.1911928321,-966414.1911928321,0.0,-7781.711083990405,0.0
974785.5267427391,-974785.5267427391,0.0,8371.335549907002,0.0
961678.2805024465,-961678.2805024465,0.0,-13107.246240292727,0.0
947066.247365379,-947066.247365379,0.0,-14612.033137067485,0.0
966581.335194121,-966581.335194121,0.0,19515.08782874199,0.0
962267.2930944774,-962267.2930944774,0.0,-4314.042099643656,0.0
963174.9011027626,-963174.9011027626,0.0,907.6080082851882,0.0
942557.0636356324,0.0,942557.0636356324,-20617.837467130146,0.0
942576.9994659186,0.0,942576.9994659186,0.0,19.935830286202155
942596.9357178635,0.0,942596.9357178635,-0.0,19.936251944841757
942616.872391476,0.0,942616.872391476,-0.0,19.936673612399773
942636.8094867648,247043.2842446881,695593.5252420767,-0.0,19.937095288876396
942414.154432941,309297.08622151514,633117.0682114258,-237.36740918413292,14.712355360128965
943405.8473082507,405865.6269664507,537540.2203418,978.3019466221377,13.390928687623816
938932.937577566,445057.7891499353,493875.1484276307,-4484.279133151895,11.369402467164022
945574.7842258452,481679.00805770664,463895.7761681386,6631.400796753049,10.445851526112241
946558.3022931532,514047.00284183765,432511.2994513156,973.7063033087525,9.811763999202409
952376.0909810767,569671.7249831998,382704.36599787686,5808.640730526069,9.14795739736709
946407.9774621907,691348.8037948726,255059.17366731807,-5976.208020094097,8.094501208121699
957893.4335527968,737979.6662671337,219913.76728566317,11480.06138656614,5.394704040047669
955851.7813476663,767684.8123561059,188166.9689915604,-2046.303555920191,4.6513507896230015
970055.7468309564,818095.7516059821,151959.99522497435,14199.985602491473,3.979880798744882
979902.3849487953,853645.8449963415,126256.53995245381,9843.424043283707,3.2140745552444163
975473.015290966,925028.4363616632,50444.578929302865,-4432.040083896974,2.6704260676871203
967671.8102581742,964957.8690952767,2713.9411628975067,-7802.2719756891875,1.0669428973504256
965380.553909029,965380.553909029,0.0,-2291.313751155639,0.05740201046456561
968664.1319610744,968664.1319610744,0.0,3283.57805204537,0.0
989380.4473612685,989380.4473612685,0.0,20716.315400194042,0.0
1012877.4436961204,1012877.4436961204,0.0,23496.996334851967,0.0
1014057.5164338739,1014057.5164338739,0.0,1180.0727377535616,0.0
1006574.0952678643,1006574.0952678643,0.0,-7483.421166009648,0.0
1010553.6948386875,1010553.6948386875,0.0,3979.5995708232003,0.0
1018024.9072012092,1018024.9072012092,0.0,7471.212362521728,0.0
1012221.7543614351,1012221.7543614351,0.0,-5803.152839774206,0.0
1008865.2785874943,1008865.2785874943,0.0,-3356.4757739407682,0.0
1010397.4558896573,1010397.4558896573,0.0,1532.177302163017,0.0
1027285.4306346957,1027285.4306346957,0.0,16887.974745038453,0.0
1020438.164176458,1020438.164176458,0.0,-6847.266458237652,0.0
1012198.2750080299,1012198.2750080299,0.0,-8239.889168428184,0.0
